1.243031144219886475e+00	-2.047324913885210318e+00	-1.291466332474523249e+00	-2.768400449887955528e-01	-1.732963849863668471e-01	-1.186173754325013513e-01	-6.142956695961864222e-01	2.356505902492369575e+00	-8.683806413722998385e-02	-7.646344240893445665e-01	-1.840401845282969573e+00	1.643776656399373648e+00
-2.362907328812265284e+00	1.408509485238601755e+00	1.500858793847795525e+00	-1.927233800007953191e+00	-7.482251948250625562e-01	1.993790384406649574e-01	1.920870612833987412e+00	-5.651010409202242846e-01	-3.732090419162436556e-01	4.153332748354311432e-01	3.496042827823984678e-01	-9.584162806916504129e-01
-1.244943987806327312e+00	-2.153937277452047105e+00	3.640789365251273502e+00	-3.552603622930742944e+00	7.201392576188899719e-01	6.157443483634372772e-01	-1.581753997780473320e+00	-6.635095328217874844e-01	-4.671526584965062789e-01	1.487630442133155206e+00	-4.337727418641766919e-01	-2.542748997456020454e+00
-5.956445320471599469e-01	-3.573440864136009365e-01	-3.262709106682023519e-01	2.025627644011081252e-01	6.647914018893797961e-01	-6.739397091845589216e-02	-9.549997228928579496e-01	1.324455781912106778e+00	-3.149231574071424400e-01	7.814686643563184543e-01	1.566951860034627442e-01	-9.716770331839461594e-01
-9.800469034598408014e-01	-1.108677006230362361e+00	-4.871895152533872175e-01	-3.734001384974797721e-01	-2.014660446071093514e+00	3.022326310519661274e-01	9.419834913342175486e-01	1.756307683020212007e+00	-7.638793384481336046e-01	1.011772115288827045e+00	8.735822057046553901e-01	-5.568142228162291651e-01
-9.957274948305619988e-01	2.091445493385169774e-01	5.791925177582255002e-02	-3.745757572760144427e-01	-1.415840441789606885e+00	-8.187993086753477812e-01	4.353810110226107311e-01	1.051655575241449980e-01	1.311961648025536664e-01	9.262125902093204521e-01	-2.482356125288704973e-01	1.476689658415268891e+00
-3.127666265646913413e-01	-3.897498521274057881e-02	-1.246416545082714711e+00	1.976104575136664820e+00	1.232769291558249325e+00	-4.433818485995543596e-02	7.237866397493303294e-02	-2.649144250486159535e-01	-2.577213029738733563e-01	-5.169684240646150730e-01	4.183295301750154516e-01	-1.200394135365107973e+00
-1.135774036216155025e+00	-1.251871384096694406e+00	-1.194731984760202481e+00	1.038578000518979971e+00	1.074364906433427302e+00	4.678434134078542916e-01	-1.743101658779696583e-01	-6.852448427097196371e-01	-2.047449141046936705e-01	-2.301634927256936136e-02	-1.323389630184828580e-01	1.073841752399729566e-01
-1.811828885913810083e+00	-7.787814257913163729e-01	-1.078406732369202370e+00	-4.063992210240673086e-02	2.922061876978456318e+00	2.202107396257769079e+00	1.551895870548034573e+00	9.330144215387494722e-01	-5.184062175275805373e-01	-1.006461864290947306e+00	-6.370147411866647902e-01	2.896110811248113759e-01
2.879503520473178368e-01	-2.514215115348030327e+00	-8.848250161697367444e-01	-1.942151390975323522e-01	-2.054423388113698845e+00	7.735555232289899052e-01	-5.876019217219030644e-01	2.737015920777398748e+00	-8.461420491214961537e-01	-8.169386325130871818e-01	6.125491013869277523e-01	-2.034382250101542944e+00
-1.426145351910055536e+00	7.071769242094809726e-01	3.048010947748724386e-01	-1.062413908639736199e-01	3.377616318303659160e+00	7.548197501872185855e-01	5.500278106876229645e-01	1.155930354686297568e+00	-2.413188267081509963e-01	4.905281081136933508e-01	-4.401794327892395997e-01	-1.630118800721979788e+00
-1.991836675063350270e+00	1.281773204901396346e-01	4.564967759243129808e-02	-1.161841893778392976e+00	-9.609721736449398088e-01	-1.399285881938023002e-01	-1.025893331859376589e+00	1.061813825159982239e+00	-2.637110205649011441e-01	1.403015927629062132e-01	2.417750911512872580e-01	1.480141328946920742e+00
-3.013825922555783410e-01	-1.134258404614329807e+00	1.499555648174186295e+00	-8.869510206811901387e-01	-3.527729507839128531e-01	-6.524161385740691044e-01	-8.251998394272758164e-01	5.399276751242734207e-01	-3.947886752477763328e-01	1.039336568436676433e+00	-6.019447798428364527e-01	-3.029492604488788765e-01
-1.656156577015855502e+00	8.284133204957317975e-01	-5.945439220720981632e-01	1.447534196633018799e-01	1.850951972284768932e+00	1.009726178952123909e+00	1.408958174575277500e+00	7.400325315335211096e-01	-1.018321849217137531e+00	5.784883741235286037e-01	-3.127745066142471192e-02	-2.079954407252401494e-01
-8.451721509623014716e-01	-9.758703410726067284e-01	-8.166462674363771379e-01	1.569938479959778199e+00	2.000474683989123204e+00	1.169218032860157130e+00	2.457449203359467926e+00	-1.432157755318176628e-01	1.603513413066820936e+00	2.388479603521256878e-02	3.534161065596814755e-01	-1.009348949000973938e+00
-2.409156312634113117e+00	4.366080386925504930e-01	-1.500224346681259813e-01	-3.333945621928727787e-01	-2.200282677188118097e+00	-3.980197789607283765e-01	-2.012768044017125391e+00	1.804228146210778150e-01	1.051909117091082146e+00	-1.919480405022712555e+00	-1.605379642903992155e+00	1.054887439110664848e+00
5.316671175178411257e-01	-6.189714192463110359e-02	4.045260879292558176e-01	1.061873854495740899e+00	1.989208270948039869e+00	-2.451571370380331849e-01	-9.344557748738121505e-01	-2.394908291376114939e-01	-1.379215804843471616e-01	5.335090749006052846e-01	-7.947559081658015501e-01	-1.258059549196873128e+00
1.582412552289554464e+00	-2.448188726994946052e+00	1.649374054345247309e+00	8.882360057370025652e-02	-4.472803556533803682e-01	-4.842950194793252394e-01	1.227701693093726121e+00	-1.656569812277165071e-02	-1.884195745223705976e-01	-3.842972550105469010e-01	9.531290391725362188e-01	-5.748515845374121414e-01
-1.182805758403415064e+00	-3.845595075243800620e-01	-1.143415973910632433e+00	5.732518671220637740e-01	-1.298804505379478114e+00	-5.693712315702553761e-01	-1.092517955183337219e-01	-5.283995028745842593e-01	1.055132106232725464e+00	1.220960878782968440e+00	1.667046476482040573e-01	5.783752078648826123e-01
-7.274880114496758976e-01	3.243629698771519076e-01	-1.374825451646296770e+00	2.017289890097830884e+00	5.018258614040632670e-01	-6.965398105663473949e-01	4.015266014791319532e-02	-5.959736972182290149e-01	2.679402246735895776e-01	1.352845224194673346e+00	-1.444753530559530763e-01	2.428429721630965266e-01
